geo_id,state_id,county_id,county_name,employment_16_and_over_in_labor_force,employment_employed,employment_unemployed,employment_not_in_labor_force,employment_unemployment_rate
0500000US21151,21,151,Madison County,45013,42056,2957,27655,6.6
0500000US21153,21,153,Magoffin County,4144,3654,490,5989,11.8
0500000US21189,21,189,Owsley County,1395,1245,150,2331,10.8
0500000US21213,21,213,Simpson County,8515,8242,273,5597,3.2
0500000US21217,21,217,Taylor County,10854,10231,623,9425,5.7
0500000US21219,21,219,Todd County,5074,4716,358,4282,7.1
0500000US21039,21,039,Carlisle County,1979,1862,117,1918,5.9
0500000US21053,21,053,Clinton County,3849,3573,276,4342,7.2
0500000US21077,21,077,Gallatin County,4046,3808,238,2786,5.9
0500000US21079,21,079,Garrard County,7947,7471,476,5879,6.0
0500000US21069,21,069,Fleming County,6601,6145,456,4654,6.9
0500000US21037,21,037,Campbell County,48901,46679,2222,26304,4.5
0500000US22113,22,113,Vermilion Parish,26625,24497,2128,19571,8.0
0500000US22089,22,089,St. Charles Parish,25919,24444,1475,15183,5.7
0500000US22029,22,029,Concordia Parish,7409,6939,470,8349,6.3
0500000US22107,22,107,Tensas Parish,1593,1327,266,2086,16.7
0500000US22093,22,093,St. James Parish,9634,9012,622,7396,6.5
0500000US22043,22,043,Grant Parish,7756,7320,436,10448,5.6
0500000US22051,22,051,Jefferson Parish,222629,209898,12731,126556,5.7
0500000US22013,22,013,Bienville Parish,4979,4710,269,5873,5.4
0500000US22015,22,015,Bossier Parish,57861,54532,3329,35560,5.8
0500000US22023,22,023,Cameron Parish,3371,3228,143,2241,4.2
0500000US22037,22,037,East Feliciana Parish,6997,6589,408,9324,5.8
0500000US22095,22,095,St. John the Baptist Parish,20915,19419,1496,13065,7.2
0500000US22075,22,075,Plaquemines Parish,10415,10036,379,6619,3.6
0500000US22073,22,073,Ouachita Parish,68875,64233,4642,52325,6.7
0500000US22079,22,079,Rapides Parish,57597,53433,4164,44318,7.2
0500000US22117,22,117,Washington Parish,18730,16678,2052,18000,11.0
0500000US22097,22,097,St. Landry Parish,32343,30347,1996,30802,6.2
0500000US22105,22,105,Tangipahoa Parish,60903,55675,5228,40767,8.6
0500000US22001,22,001,Acadia Parish,27905,25356,2549,19935,9.1
0500000US22101,22,101,St. Mary Parish,22125,20144,1981,18362,9.0
0500000US22123,22,123,West Carroll Parish,4141,3690,451,4745,10.9
0500000US22103,22,103,St. Tammany Parish,124831,117537,7294,72329,5.8
0500000US22111,22,111,Union Parish,8636,8090,546,9432,6.3
0500000US22021,22,021,Caldwell Parish,3686,3385,301,4177,8.2
0500000US22017,22,017,Caddo Parish,113171,105145,8026,81277,7.1
0500000US22035,22,035,East Carroll Parish,1507,1389,118,4434,7.8
0500000US22005,22,005,Ascension Parish,62573,58813,3760,29448,6.0
0500000US22055,22,055,Lafayette Parish,125541,119459,6082,63674,4.8
0500000US22045,22,045,Iberia Parish,34022,30536,3486,21710,10.2
0500000US22087,22,087,St. Bernard Parish,21002,18846,2156,13566,10.3
0500000US22091,22,091,St. Helena Parish,4217,3645,572,4116,13.6
0500000US22121,22,121,West Baton Rouge Parish,13119,12329,790,7021,6.0
0500000US22031,22,031,De Soto Parish,11907,10683,1224,9380,10.3
0500000US22081,22,081,Red River Parish,3310,3153,157,3434,4.7
0500000US22063,22,063,Livingston Parish,66292,63181,3111,39848,4.7
0500000US22069,22,069,Natchitoches Parish,14227,12249,1978,16273,13.9
0500000US22071,22,071,Orleans Parish,194755,178375,16380,123389,8.4
0500000US22025,22,025,Catahoula Parish,3735,3522,213,4207,5.7
0500000US22019,22,019,Calcasieu Parish,95570,90129,5441,59765,5.7
0500000US22041,22,041,Franklin Parish,7854,7087,767,7710,9.8
0500000US22007,22,007,Assumption Parish,10038,9306,732,8173,7.3
0500000US22049,22,049,Jackson Parish,5822,5470,352,6905,6.0
0500000US22083,22,083,Richland Parish,8192,7803,389,8013,4.7
0500000US22099,22,099,St. Martin Parish,25092,23380,1712,16931,6.8
0500000US22127,22,127,Winn Parish,5326,5083,243,6507,4.6
0500000US22033,22,033,East Baton Rouge Parish,231930,216944,14986,122195,6.5
0500000US22003,22,003,Allen Parish,9529,8618,911,10917,9.6
0500000US22065,22,065,Madison Parish,4069,3670,399,4946,9.8
0500000US23017,23,017,Oxford County,27480,25819,1661,20343,6.0
0500000US23027,23,027,Waldo County,19925,18818,1107,12873,5.6
0500000US23019,23,019,Penobscot County,76881,72687,4194,50151,5.5
0500000US23001,23,001,Androscoggin County,56644,54039,2605,29777,4.6
0500000US23003,23,003,Aroostook County,31338,29745,1593,26002,5.1
0500000US23005,23,005,Cumberland County,166952,161323,5629,74681,3.4
0500000US23013,23,013,Knox County,20976,20100,876,12469,4.2
0500000US23031,23,031,York County,111445,106832,4613,56730,4.1
0500000US23007,23,007,Franklin County,15156,14291,865,9998,5.7
0500000US23025,23,025,Somerset County,24001,21928,2073,18003,8.6
0500000US24047,24,047,Worcester County,25391,24042,1349,18246,5.3
0500000US24510,24,510,Baltimore city,306997,279034,27963,191429,9.1
0500000US24041,24,041,Talbot County,18520,17905,615,12599,3.3
0500000US24025,24,025,Harford County,135662,129104,6558,64204,4.8
0500000US24027,24,027,Howard County,175807,169065,6742,69516,3.8
0500000US24003,24,003,Anne Arundel County,306259,292038,14221,134810,4.6
0500000US24005,24,005,Baltimore County,442139,419089,23050,225903,5.2
0500000US24009,24,009,Calvert County,49309,46144,3165,22113,6.4
0500000US24023,24,023,Garrett County,14304,13734,570,10226,4.0
0500000US24031,24,031,Montgomery County,585038,556263,28775,234835,4.9
0500000US24013,24,013,Carroll County,91196,87999,3197,43955,3.5
0500000US24035,24,035,Queen Anne's County,26404,25639,765,13305,2.9
0500000US24037,24,037,St. Mary's County,56852,54788,2064,28422,3.6
0500000US24017,24,017,Charles County,82499,79180,3319,40126,4.0
0500000US24019,24,019,Dorchester County,16516,15209,1307,9694,7.9
0500000US24043,24,043,Washington County,71882,67191,4691,48442,6.5
0500000US24045,24,045,Wicomico County,53291,49229,4062,28907,7.6
0500000US24015,24,015,Cecil County,53450,50467,2983,28161,5.6
0500000US24011,24,011,Caroline County,16923,16036,887,8983,5.2
0500000US25025,25,025,Suffolk County,461751,429529,32222,209327,7.0
0500000US25001,25,001,Barnstable County,110282,105075,5207,74279,4.7
0500000US25007,25,007,Dukes County,8970,8684,286,5464,3.2
0500000US25017,25,017,Middlesex County,915319,876744,38575,395894,4.2
0500000US25003,25,003,Berkshire County,68314,64233,4081,40019,6.0
0500000US25005,25,005,Bristol County,300966,283422,17544,155299,5.8
0500000US25013,25,013,Hampden County,231939,216101,15838,146435,6.8
0500000US25023,25,023,Plymouth County,279842,264683,15159,134085,5.4
0500000US25009,25,009,Essex County,426401,403439,22962,206338,5.4
0500000US25011,25,011,Franklin County,38991,36982,2009,20975,5.2
0500000US25021,25,021,Norfolk County,391537,371989,19548,176264,5.0
0500000US25015,25,015,Hampshire County,89520,84200,5320,50543,5.9
0500000US25019,25,019,Nantucket County,6654,6471,183,2346,2.8
0500000US26115,26,115,Monroe County,73930,70306,3624,47473,4.9
0500000US26005,26,005,Allegan County,56729,54935,1794,33629,3.2
0500000US26059,26,059,Hillsdale County,20393,19370,1023,16552,5.0
0500000US26003,26,003,Alger County,3330,3112,218,4623,6.5
0500000US26127,26,127,Oceana County,11559,10708,851,9383,7.4
0500000US26089,26,089,Leelanau County,10323,9774,549,8260,5.3
0500000US26035,26,035,Clare County,12145,10915,1230,13149,10.1
0500000US26083,26,083,Keweenaw County,898,844,54,954,6.0
0500000US26073,26,073,Isabella County,36871,34086,2785,23085,7.6
0500000US26139,26,139,Ottawa County,153122,147178,5944,69792,3.9
0500000US26157,26,157,Tuscola County,24400,22830,1570,19076,6.4
0500000US26007,26,007,Alpena County,13322,12522,800,10529,6.0
0500000US26067,26,067,Ionia County,30037,28461,1576,20951,5.2
0500000US26111,26,111,Midland County,40684,38234,2450,26947,6.0
0500000US26021,26,021,Berrien County,76442,71586,4856,47998,6.4
0500000US26135,26,135,Oscoda County,3230,2839,391,3673,12.1
0500000US26039,26,039,Crawford County,5736,5267,469,5924,8.2
0500000US26037,26,037,Clinton County,39303,37744,1559,23086,4.0
0500000US26057,26,057,Gratiot County,17202,16042,1160,16611,6.7
0500000US26063,26,063,Huron County,14740,13946,794,11447,5.4
0500000US26091,26,091,Lenawee County,46739,44374,2365,33203,5.1
0500000US26105,26,105,Mason County,13396,12582,814,10221,6.1
0500000US26117,26,117,Montcalm County,28372,26929,1443,22177,5.1
0500000US26149,26,149,St. Joseph County,29551,28021,1530,18047,5.2
0500000US26147,26,147,St. Clair County,78473,73196,5277,51304,6.7
0500000US26161,26,161,Washtenaw County,196929,187609,9320,107859,4.7
0500000US26011,26,011,Arenac County,6354,5747,607,6402,9.6
0500000US26027,26,027,Cass County,25466,23766,1700,16638,6.7
0500000US26071,26,071,Iron County,4685,4402,283,4934,6.0
0500000US26143,26,143,Roscommon County,8565,7595,970,12150,11.3
0500000US26163,26,163,Wayne County,817808,734480,83328,570890,10.2
0500000US26023,26,023,Branch County,19736,18842,894,14887,4.5
0500000US26075,26,075,Jackson County,72782,67825,4957,55877,6.8
0500000US26097,26,097,Mackinac County,5092,4593,499,4175,9.8
0500000US26009,26,009,Antrim County,10360,9807,553,9084,5.3
0500000US26061,26,061,Houghton County,16308,15245,1063,13595,6.5
0500000US26069,26,069,Iosco County,10059,9238,821,11478,8.2
0500000US26085,26,085,Lake County,4057,3564,493,6015,12.2
0500000US26119,26,119,Montmorency County,3273,2894,379,4763,11.6
0500000US26141,26,141,Presque Isle County,5119,4664,455,5915,8.9
0500000US26077,26,077,Kalamazoo County,139824,131460,8364,70579,6.0
0500000US26107,26,107,Mecosta County,20039,18646,1393,16200,7.0
0500000US26103,26,103,Marquette County,31891,29934,1957,24117,6.1
0500000US26123,26,123,Newaygo County,21073,19795,1278,17372,6.1
0500000US26133,26,133,Osceola County,9671,9003,668,8970,6.9
0500000US26137,26,137,Otsego County,11564,10915,649,8331,5.6
0500000US26025,26,025,Calhoun County,63093,58671,4422,43685,7.0
0500000US26031,26,031,Cheboygan County,11439,10503,936,10209,8.2
0500000US26095,26,095,Luce County,2239,2111,128,3211,5.7
0500000US26081,26,081,Kent County,346056,329336,16720,156029,4.8
0500000US26099,26,099,Macomb County,448126,422419,25707,256704,5.7
0500000US26145,26,145,Saginaw County,89316,82611,6705,67135,7.5
0500000US26155,26,155,Shiawassee County,33497,31824,1673,22270,5.0
0500000US26013,26,013,Baraga County,2961,2772,189,4200,6.4
0500000US26017,26,017,Bay County,50224,46741,3483,35615,6.9
0500000US26029,26,029,Charlevoix County,12812,12240,572,8820,4.5
0500000US26045,26,045,Eaton County,55855,52908,2947,32904,5.3
0500000US26041,26,041,Delta County,16524,15640,884,13290,5.3
0500000US26053,26,053,Gogebic County,6366,6008,358,6989,5.6
0500000US26047,26,047,Emmet County,17445,16567,878,9883,5.0
0500000US05147,05,147,Woodruff County,2774,2526,248,2609,8.9
0500000US05023,05,023,Cleburne County,10737,10235,502,10317,4.7
0500000US05025,05,025,Cleveland County,3417,3230,187,3158,5.5
0500000US05067,05,067,Jackson County,5959,5563,396,8169,6.6
0500000US05057,05,057,Hempstead County,9352,8834,518,7533,5.5
0500000US05135,05,135,Sharp County,6182,5871,311,7625,5.0
0500000US05137,05,137,Stone County,4848,4540,308,5455,6.4
0500000US05143,05,143,Washington County,115108,110021,5087,62670,4.4
0500000US05005,05,005,Baxter County,16968,16232,736,17913,4.3
0500000US05003,05,003,Ashley County,8301,7728,573,7866,6.9
0500000US05031,05,031,Craighead County,51843,48814,3029,30515,5.8
0500000US05055,05,055,Greene County,20391,18971,1420,14581,7.0
0500000US05073,05,073,Lafayette County,2793,2630,163,2934,5.8
0500000US05105,05,105,Perry County,4038,3763,275,4179,6.8
0500000US05107,05,107,Phillips County,7652,6851,801,6942,10.5
0500000US05111,05,111,Poinsett County,10136,9539,597,8881,5.9
0500000US05133,05,133,Sevier County,7907,7498,409,4946,5.2
0500000US05149,05,149,Yell County,9511,8983,528,7270,5.6
0500000US05013,05,013,Calhoun County,2296,2155,141,1996,6.1
0500000US05019,05,019,Clark County,10765,10475,290,7846,2.7
0500000US05011,05,011,Bradley County,4577,4209,368,4015,8.0
0500000US05095,05,095,Monroe County,3202,2984,218,2749,6.8
0500000US05113,05,113,Polk County,8017,7292,725,8053,9.0
0500000US05103,05,103,Ouachita County,10608,9839,769,8548,7.2
0500000US05101,05,101,Newton County,3142,3080,62,3342,2.0
0500000US05081,05,081,Little River County,5386,4804,582,4597,10.8
0500000US05015,05,015,Carroll County,12457,11867,590,9954,4.7
0500000US05091,05,091,Miller County,19153,17600,1553,15542,8.1
0500000US06033,06,033,Lake County,26145,23589,2556,26171,9.8
0500000US06043,06,043,Mariposa County,7727,7051,676,7284,8.7
0500000US06115,06,115,Yuba County,31602,28954,2648,23343,8.4
0500000US06013,06,013,Contra Costa County,582886,547323,35563,318646,6.1
0500000US06035,06,035,Lassen County,9358,8788,570,17347,6.1
0500000US06083,06,083,Santa Barbara County,225612,211751,13861,128019,6.1
0500000US06097,06,097,Sonoma County,266964,253421,13543,144290,5.1
0500000US06025,06,025,Imperial County,70701,59919,10782,62868,15.3
0500000US06051,06,051,Mono County,8540,8278,262,3177,3.1
0500000US06001,06,001,Alameda County,892280,847170,45110,442149,5.1
0500000US06067,06,067,Sacramento County,740570,686019,54551,445040,7.4
0500000US06055,06,055,Napa County,74616,70888,3728,39796,5.0
0500000US06053,06,053,Monterey County,195500,185025,10475,130379,5.4
0500000US06091,06,091,Sierra County,1311,1251,60,1229,4.6
0500000US06073,06,073,San Diego County,1671892,1564930,106962,911554,6.4
0500000US06113,06,113,Yolo County,104096,97374,6722,70002,6.5
0500000US06023,06,023,Humboldt County,66297,60970,5327,45852,8.0
0500000US06003,06,003,Alpine County,445,366,79,489,17.8
0500000US06045,06,045,Mendocino County,41549,37712,3837,29429,9.2
0500000US06087,06,087,Santa Cruz County,143931,134904,9027,82182,6.3
0500000US06037,06,037,Los Angeles County,5226836,4869658,357178,2884764,6.8
0500000US06065,06,065,Riverside County,1102504,1007795,94709,735810,8.6
0500000US06085,06,085,Santa Clara County,1035436,985838,49598,501131,4.8
0500000US06041,06,041,Marin County,136574,131425,5149,76231,3.8
0500000US06093,06,093,Siskiyou County,18165,16725,1440,17660,7.9
0500000US06089,06,089,Shasta County,77216,72392,4824,67636,6.2
0500000US06015,06,015,Del Norte County,9619,8823,796,12373,8.3
0500000US06021,06,021,Glenn County,11800,10994,806,9539,6.8
0500000US06007,06,007,Butte County,103993,94908,9085,82599,8.7
0500000US06063,06,063,Plumas County,8052,7536,516,7933,6.4
0500000US06079,06,079,San Luis Obispo County,135533,129358,6175,99422,4.6
0500000US06029,06,029,Kern County,378440,339384,39056,272808,10.3
0500000US06059,06,059,Orange County,1662510,1578079,84431,874018,5.1
0500000US06009,06,009,Calaveras County,18230,17114,1116,20292,6.1
0500000US06101,06,101,Sutter County,42808,38664,4144,30333,9.7
0500000US06081,06,081,San Mateo County,427467,409911,17556,194669,4.1
0500000US06109,06,109,Tuolumne County,22446,20930,1516,23582,6.8
0500000US06077,06,077,San Joaquin County,334498,305509,28989,218838,8.7
0500000US06005,06,005,Amador County,14544,13289,1255,18101,8.6
0500000US08095,08,095,Phillips County,2064,2028,36,1263,1.7
0500000US08007,08,007,Archuleta County,6181,5823,358,4699,5.8
0500000US08031,08,031,Denver County,405269,389034,16235,159997,4.0
0500000US08061,08,061,Kiowa County,693,673,20,389,2.9
0500000US08055,08,055,Huerfano County,2705,2593,112,2871,4.1
0500000US08009,08,009,Baca County,1668,1627,41,1246,2.5
0500000US08015,08,015,Chaffee County,8920,8674,246,7586,2.8
0500000US08047,08,047,Gilpin County,3733,3645,88,1332,2.4
0500000US08063,08,063,Kit Carson County,3771,3587,184,2254,4.9
0500000US08045,08,045,Garfield County,32800,31397,1403,12328,4.3
0500000US08051,08,051,Gunnison County,10149,9560,589,3859,5.8
0500000US08059,08,059,Jefferson County,324838,312767,12071,143228,3.7
0500000US08079,08,079,Mineral County,429,422,7,321,1.6
0500000US08091,08,091,Ouray County,2466,2346,120,1644,4.9
0500000US08103,08,103,Rio Blanco County,3095,2935,160,1849,5.2
0500000US08115,08,115,Sedgwick County,1040,970,70,823,6.7
0500000US08021,08,021,Conejos County,3256,2882,374,2905,11.5
0500000US08023,08,023,Costilla County,1448,1287,161,1671,11.1
0500000US08001,08,001,Adams County,267457,255711,11746,107902,4.4
0500000US08037,08,037,Eagle County,34335,33571,764,9199,2.2
0500000US08065,08,065,Lake County,4369,4129,240,2151,5.5
0500000US08081,08,081,Moffat County,6531,6266,265,3578,4.1
0500000US08097,08,097,Pitkin County,12273,11742,531,3113,4.3
0500000US08017,08,017,Cheyenne County,903,835,68,520,7.5
0500000US08025,08,025,Crowley County,2170,1821,349,2820,16.1
0500000US08033,08,033,Dolores County,864,855,9,629,1.0
0500000US08057,08,057,Jackson County,687,672,15,369,2.2
0500000US08069,08,069,Larimer County,186774,177391,9383,91223,5.0
0500000US08083,08,083,Montezuma County,11780,11183,597,8899,5.1
0500000US08113,08,113,San Miguel County,5210,5075,135,1440,2.6
0500000US08013,08,013,Boulder County,182369,173653,8716,83376,4.8
0500000US08071,08,071,Las Animas County,6521,6021,500,5398,7.7
0500000US08125,08,125,Yuma County,5212,5078,134,2409,2.6
0500000US08107,08,107,Routt County,15082,14631,451,5783,3.0
0500000US08117,08,117,Summit County,20541,19827,714,5479,3.5
0500000US08019,08,019,Clear Creek County,5388,5287,101,2755,1.9
0500000US08029,08,029,Delta County,11922,10912,1010,12954,8.5
0500000US08101,08,101,Pueblo County,74061,67809,6252,56921,8.4
0500000US08087,08,087,Morgan County,13802,13191,611,7822,4.4
0500000US08093,08,093,Park County,9551,9038,513,5148,5.4
0500000US08077,08,077,Mesa County,75537,69681,5856,45169,7.8
0500000US08099,08,099,Prowers County,5793,5350,443,3540,7.6
0500000US08041,08,041,El Paso County,334686,314102,20584,173477,6.2
0500000US08121,08,121,Washington County,2361,2297,64,1516,2.7
0500000US08005,08,005,Arapahoe County,355395,339873,15522,143110,4.4
0500000US08014,08,014,Broomfield County,38164,36792,1372,14055,3.6
0500000US09009,09,009,New Haven County,459855,427791,32064,245027,7.0
0500000US09003,09,003,Hartford County,479254,447893,31361,248868,6.5
0500000US09015,09,015,Windham County,63387,59404,3983,32497,6.3
0500000US09007,09,007,Middlesex County,93406,89022,4384,43840,4.7
0500000US09013,09,013,Tolland County,84849,80396,4453,43100,5.2
0500000US10003,10,003,New Castle County,292654,274190,18464,155500,6.3
0500000US10005,10,005,Sussex County,102599,97523,5076,79759,4.9
0500000US11001,11,001,District of Columbia,398567,369194,29373,171535,7.4
0500000US12091,12,091,Okaloosa County,92723,87493,5230,58681,5.6
0500000US12123,12,123,Taylor County,6918,6486,432,11435,6.2
0500000US12133,12,133,Washington County,9342,8527,815,10879,8.7
0500000US12031,12,031,Duval County,471849,440797,31052,252622,6.6
0500000US12007,12,007,Bradford County,9910,9324,586,12232,5.9
0500000US12009,12,009,Brevard County,261578,245287,16291,220713,6.2
0500000US12019,12,019,Clay County,100946,93396,7550,61510,7.5
0500000US12067,12,067,Lafayette County,2839,2456,383,4283,13.5
0500000US12069,12,069,Lake County,145246,135768,9478,131697,6.5
0500000US12089,12,089,Nassau County,38196,36402,1794,27844,4.7
0500000US12103,12,103,Pinellas County,472955,446120,26835,343709,5.7
0500000US12105,12,105,Polk County,293895,273691,20204,241272,6.9
0500000US12111,12,111,St. Lucie County,135019,126185,8834,116067,6.5
0500000US12043,12,043,Glades County,4217,3763,454,7142,10.8
0500000US12051,12,051,Hendry County,18335,16808,1527,12324,8.3
0500000US12061,12,061,Indian River County,61303,56931,4372,66936,7.1
0500000US12063,12,063,Jackson County,18009,16418,1591,22606,8.8
0500000US12099,12,099,Palm Beach County,716569,669887,46682,482576,6.5
0500000US12109,12,109,St. Johns County,113569,108015,5554,76042,4.9
0500000US12117,12,117,Seminole County,240338,226769,13569,128871,5.6
0500000US12086,12,086,Miami-Dade County,1388666,1301540,87126,835191,6.3
0500000US12005,12,005,Bay County,86317,81102,5215,58034,6.0
0500000US12035,12,035,Flagler County,43037,40662,2375,47669,5.5
0500000US12037,12,037,Franklin County,4494,4158,336,5490,7.5
0500000US12047,12,047,Hamilton County,4284,3658,626,7577,14.6
0500000US12077,12,077,Liberty County,2735,2425,310,4432,11.3
0500000US12119,12,119,Sumter County,26701,25437,1264,86398,4.7
0500000US12039,12,039,Gadsden County,17763,16386,1377,18981,7.8
0500000US12059,12,059,Holmes County,7357,6567,790,8642,10.7
0500000US12071,12,071,Lee County,317948,299106,18842,285208,5.9
0500000US12083,12,083,Marion County,134735,122825,11910,155978,8.8
0500000US12021,12,021,Collier County,161981,154513,7468,144873,4.6
0500000US12095,12,095,Orange County,704100,661930,42170,352196,6.0
0500000US12101,12,101,Pasco County,223339,208871,14468,195489,6.5
0500000US12055,12,055,Highlands County,36778,32793,3985,49636,10.8
0500000US12121,12,121,Suwannee County,18140,16817,1323,17443,7.3
0500000US12027,12,027,DeSoto County,14011,13309,702,16069,5.0
0500000US12013,12,013,Calhoun County,5156,4799,357,6528,6.9
0500000US12023,12,023,Columbia County,28676,25965,2711,27027,9.5
0500000US12029,12,029,Dixie County,5046,4768,278,8738,5.5
0500000US12107,12,107,Putnam County,27904,24985,2919,30827,10.5
0500000US12125,12,125,Union County,4080,3724,356,8602,8.7
0500000US12081,12,081,Manatee County,166754,156850,9904,144668,5.9
0500000US12075,12,075,Levy County,16043,14954,1089,16761,6.8
0500000US12003,12,003,Baker County,11390,10762,628,10417,5.5
0500000US12127,12,127,Volusia County,233026,220015,13011,211748,5.6
0500000US12073,12,073,Leon County,157811,145442,12369,82453,7.8
0500000US12079,12,079,Madison County,6541,6169,372,8852,5.7
0500000US12033,12,033,Escambia County,144311,134938,9373,100322,6.5
0500000US12053,12,053,Hernando County,71502,66227,5275,81365,7.4
0500000US13037,13,037,Calhoun County,1908,1622,286,3525,15.0
0500000US13193,13,193,Macon County,5016,4416,600,6134,12.0
0500000US13021,13,021,Bibb County,68225,62200,6025,51815,8.8
0500000US13197,13,197,Marion County,3826,3432,394,3242,10.3
0500000US13249,13,249,Schley County,2488,2173,315,1691,12.7
0500000US13023,13,023,Bleckley County,4566,4230,336,5772,7.4
0500000US13093,13,093,Dooly County,5757,5038,719,5969,12.5
0500000US13119,13,119,Franklin County,9117,8644,473,9188,5.2
0500000US13103,13,103,Effingham County,29265,28083,1182,15032,4.0
0500000US13171,13,171,Lamar County,8026,7132,894,7198,11.1
0500000US13107,13,107,Emanuel County,9031,8340,691,8341,7.7
0500000US13239,13,239,Quitman County,899,799,100,993,11.1
0500000US13159,13,159,Jasper County,5724,5349,375,5090,6.6
0500000US13167,13,167,Johnson County,4628,4211,417,3400,9.0
0500000US13179,13,179,Liberty County,25617,22691,2926,14904,11.4
0500000US13205,13,205,Mitchell County,9524,8216,1308,8198,13.7
0500000US13253,13,253,Seminole County,3102,2864,238,3742,7.7
0500000US13277,13,277,Tift County,18663,18126,537,12730,2.9
0500000US13289,13,289,Twiggs County,2844,2647,197,4007,6.9
0500000US13233,13,233,Polk County,19189,18048,1141,13049,5.9
0500000US13263,13,263,Talbot County,2754,2536,218,2683,7.9
0500000US13269,13,269,Taylor County,3383,2987,396,3322,11.7
0500000US13273,13,273,Terrell County,3645,3332,313,3424,8.6
0500000US13275,13,275,Thomas County,20287,18645,1642,14776,8.1
0500000US13279,13,279,Toombs County,11752,10541,1211,8800,10.3
0500000US13319,13,319,Wilkinson County,3511,3258,253,3685,7.2
0500000US13017,13,017,Ben Hill County,6627,6313,314,6725,4.7
0500000US13033,13,033,Burke County,9505,9028,477,7850,5.0
0500000US13047,13,047,Catoosa County,33020,31719,1301,19843,3.9
0500000US13053,13,053,Chattahoochee County,2408,2177,231,1689,9.6
0500000US13055,13,055,Chattooga County,9744,8946,798,10149,8.2
0500000US13073,13,073,Columbia County,68979,65411,3568,41342,5.2
0500000US13087,13,087,Decatur County,10200,9645,555,10695,5.4
0500000US13115,13,115,Floyd County,44012,41259,2753,32585,6.3
0500000US13117,13,117,Forsyth County,113512,109504,4008,51457,3.5
0500000US13137,13,137,Habersham County,18831,18083,748,16627,4.0
0500000US13185,13,185,Lowndes County,50542,46705,3837,36644,7.6
0500000US13199,13,199,Meriwether County,8646,8133,513,8403,5.9
0500000US13207,13,207,Monroe County,12531,11536,995,9594,7.9
0500000US13261,13,261,Sumter County,13042,11841,1201,10957,9.2
0500000US13265,13,265,Taliaferro County,640,580,60,823,9.4
0500000US13007,13,007,Baker County,1303,1251,52,1330,4.0
0500000US13035,13,035,Butts County,9445,8915,530,9878,5.6
0500000US13043,13,043,Candler County,4560,4272,288,3870,6.3
0500000US13045,13,045,Carroll County,55303,50923,4380,36049,7.9
0500000US13079,13,079,Crawford County,5140,4644,496,4915,9.6
0500000US13081,13,081,Crisp County,10024,8798,1226,7759,12.2
0500000US13077,13,077,Coweta County,72087,68690,3397,37244,4.7
0500000US13067,13,067,Cobb County,410340,389803,20537,174168,5.0
0500000US13083,13,083,Dade County,7644,7331,313,5801,4.1
0500000US13297,13,297,Walton County,42998,40399,2599,26827,6.0
0500000US13027,13,027,Brooks County,6458,5800,658,6179,10.2
0500000US13091,13,091,Dodge County,8050,7467,583,9103,7.2
0500000US13105,13,105,Elbert County,8182,7626,556,7243,6.8
0500000US13113,13,113,Fayette County,55469,52689,2780,33739,5.0
0500000US13165,13,165,Jenkins County,3447,3309,138,3540,4.0
0500000US13217,13,217,Newton County,50867,46939,3928,30420,7.7
0500000US13227,13,227,Pickens County,14505,13613,892,10562,6.1
0500000US13071,13,071,Colquitt County,20108,18736,1372,14611,6.8
0500000US13085,13,085,Dawson County,11698,11230,468,7691,4.0
0500000US13063,13,063,Clayton County,138459,126643,11816,70267,8.5
0500000US13139,13,139,Hall County,95484,91959,3525,55549,3.7
0500000US13141,13,141,Hancock County,2060,1977,83,5330,4.0
0500000US13189,13,189,McDuffie County,9282,8513,769,7197,8.3
0500000US13211,13,211,Morgan County,8632,8139,493,5916,5.7
0500000US13149,13,149,Heard County,5317,4905,412,3897,7.7
0500000US13095,13,095,Dougherty County,40984,35167,5817,30082,14.2
0500000US13111,13,111,Fannin County,10221,9586,635,10951,6.2
0500000US13153,13,153,Houston County,73723,68567,5156,40640,7.0
0500000US13175,13,175,Laurens County,18201,17326,875,18710,4.8
0500000US13255,13,255,Spalding County,26908,25042,1866,23701,6.9
0500000US13271,13,271,Telfair County,5050,4919,131,8554,2.6
0500000US13291,13,291,Union County,8432,8119,313,10931,3.7
0500000US13303,13,303,Washington County,8100,7504,596,8322,7.4
0500000US13311,13,311,White County,12833,12294,539,11110,4.2
0500000US13223,13,223,Paulding County,80247,76827,3420,38934,4.3
0500000US13231,13,231,Pike County,8303,7774,529,6114,6.4
0500000US13245,13,245,Richmond County,90180,80890,9290,63848,10.3
0500000US13267,13,267,Tattnall County,8111,7801,310,12610,3.8
0500000US13019,13,019,Berrien County,7748,7085,663,7116,8.6
0500000US13295,13,295,Walker County,31391,29376,2015,23962,6.4
0500000US13135,13,135,Gwinnett County,473052,450670,22382,211040,4.7
0500000US13013,13,013,Barrow County,37566,35632,1934,21125,5.1
0500000US13049,13,049,Charlton County,4781,4199,582,5874,12.2
0500000US13065,13,065,Clinch County,2417,2257,160,2701,6.6
0500000US13015,13,015,Bartow County,50852,47997,2855,30139,5.6
0500000US13097,13,097,Douglas County,72898,67891,5007,36482,6.9
0500000US13131,13,131,Grady County,11030,10303,727,8307,6.6
0500000US13161,13,161,Jeff Davis County,5879,5530,349,5438,5.9
