geo_id,state_id,county_id,county_name,disability_population_under_18,disability_population_18-64,disability_population_65_and_over,disability_under_18_with_disability,disability_18-64_with_disability,disability_64_and_over_with_disability
0500000US51097,51,097,King and Queen County,1336,4144,1572,148,329,522
0500000US51121,51,121,Montgomery County,15353,70588,11404,415,5788,3620
0500000US51127,51,127,New Kent County,4360,12765,3415,209,789,1053
0500000US51049,51,049,Cumberland County,1973,5733,2070,105,628,1004
0500000US51075,51,075,Goochland County,4085,12586,4653,226,1162,1292
0500000US51083,51,083,Halifax County,7148,19313,7606,393,2792,3016
0500000US51113,51,113,Madison County,2727,7598,2651,19,803,859
0500000US51153,51,153,Prince William County,125876,281636,41378,3931,17958,12255
0500000US51175,51,175,Southampton County,3431,9875,3046,150,1108,1292
0500000US51091,51,091,Highland County,290,1110,814,23,170,241
0500000US51025,51,025,Brunswick County,2820,8659,3273,96,1572,1292
0500000US51033,51,033,Caroline County,6981,16293,4710,271,1479,1627
0500000US51073,51,073,Gloucester County,7486,22466,6611,293,3346,2503
0500000US51131,51,131,Northampton County,2371,6361,2941,115,579,920
0500000US51141,51,141,Patrick County,3159,10024,4351,195,1407,1558
0500000US51145,51,145,Powhatan County,5059,15941,4915,243,1143,1545
0500000US51163,51,163,Rockbridge County,3991,12769,5546,130,1453,1463
0500000US51171,51,171,Shenandoah County,9160,24764,8771,481,2722,3071
0500000US51061,51,061,Fauquier County,16319,41737,10682,445,2879,3447
0500000US51036,51,036,Charles City County,1099,4274,1602,43,642,489
0500000US51047,51,047,Culpeper County,12658,28963,7507,241,2597,2725
0500000US51053,51,053,Dinwiddie County,5786,17584,4611,260,2141,1824
0500000US51079,51,079,Greene County,4673,11525,3017,275,1328,1044
0500000US51085,51,085,Hanover County,23346,63594,17028,740,4451,4971
0500000US51111,51,111,Lunenburg County,2301,6474,2550,158,1163,1064
0500000US51137,51,137,Orange County,7761,20479,6834,405,2878,2538
0500000US51595,51,595,Emporia city,1411,3049,704,49,362,301
0500000US51197,51,197,Wythe County,5776,17198,5781,169,3022,2223
0500000US51550,51,550,Chesapeake city,57713,138402,29201,2235,12802,9200
0500000US51660,51,660,Harrisonburg city,8801,39501,4372,305,2756,1646
0500000US51003,51,003,Albemarle County,21697,65298,17775,541,4053,4867
0500000US51019,51,019,Bedford County,15749,46151,15624,697,5265,4996
0500000US51023,51,023,Botetourt County,6560,19442,6904,432,2125,2367
0500000US51195,51,195,Wise County,7755,22668,6351,497,5724,3665
0500000US51520,51,520,Bristol city,3446,9843,3370,192,2186,1658
0500000US51740,51,740,Portsmouth city,22190,54850,13234,905,7033,5253
0500000US51830,51,830,Williamsburg city,1617,10850,2107,58,773,739
0500000US51005,51,005,Alleghany County,2917,8730,3383,229,1385,1170
0500000US51035,51,035,Carroll County,5567,17244,6774,203,2745,2476
0500000US51191,51,191,Washington County,10148,31780,11659,795,5399,4840
0500000US51133,51,133,Northumberland County,1844,5974,4405,45,548,1189
0500000US51139,51,139,Page County,4841,13915,4781,344,2240,2057
0500000US51187,51,187,Warren County,8753,24553,5817,630,2881,2007
0500000US51510,51,510,Alexandria city,28637,107953,16498,903,5776,4112
0500000US51630,51,630,Fredericksburg city,5937,19338,2988,236,2087,1087
0500000US51650,51,650,Hampton city,28861,81576,19500,1581,10650,7441
0500000US51013,51,013,Arlington County,40755,163629,22948,787,6623,5896
0500000US51670,51,670,Hopewell city,5749,12969,3333,528,2316,1500
0500000US51027,51,027,Buchanan County,3812,13014,4408,192,2936,2297
0500000US51069,51,069,Frederick County,19725,50499,13691,736,4768,4275
0500000US51179,51,179,Stafford County,37992,86619,13920,901,6320,4637
0500000US51199,51,199,York County,16264,37555,10199,955,3384,3273
0500000US51760,51,760,Richmond city,39938,153992,27141,2719,20586,9915
0500000US51125,51,125,Nelson County,2727,8352,3685,100,676,1181
0500000US51143,51,143,Pittsylvania County,12013,35594,12843,758,5343,4498
0500000US51720,51,720,Norton city,923,2356,656,74,609,246
0500000US51065,51,065,Fluvanna County,5296,14763,4922,439,1269,1522
0500000US51007,51,007,Amelia County,2777,7637,2347,135,895,727
0500000US51840,51,840,Winchester city,6341,17026,4206,249,2513,1321
0500000US51001,51,001,Accomack County,6881,18515,7036,227,1874,2219
0500000US51063,51,063,Floyd County,3136,9096,3327,114,987,1018
0500000US51077,51,077,Grayson County,2716,8688,3575,111,1479,1279
0500000US51135,51,135,Nottoway County,3021,8336,2602,249,1494,984
0500000US54033,54,033,Harrison County,14613,40789,12181,1174,6747,5113
0500000US54069,54,069,Ohio County,8065,25434,8471,198,3166,3073
0500000US54013,54,013,Calhoun County,1478,4233,1662,102,921,884
0500000US54065,54,065,Morgan County,3296,10438,3764,71,1322,1428
0500000US54081,54,081,Raleigh County,15890,43349,14662,1045,8825,7171
0500000US54007,54,007,Braxton County,2860,8078,2996,173,1138,1408
0500000US54001,54,001,Barbour County,3370,10149,3049,155,1499,1266
0500000US54047,54,047,McDowell County,3942,10074,3680,281,3127,2357
0500000US54099,54,099,Wayne County,8605,23978,7978,637,5439,3908
0500000US54109,54,109,Wyoming County,4530,12895,4204,383,4420,2416
0500000US54035,54,035,Jackson County,6295,17026,5521,305,2624,1994
0500000US54055,54,055,Mercer County,12361,35369,12313,1178,8358,6521
0500000US54097,54,097,Upshur County,4973,14847,4588,191,1733,1582
0500000US54101,54,101,Webster County,1721,4915,1827,65,920,677
0500000US54003,54,003,Berkeley County,26936,70186,15867,1613,9257,6308
0500000US54019,54,019,Fayette County,9114,25485,8412,683,6228,4420
0500000US54023,54,023,Grant County,2212,6679,2643,75,996,1067
0500000US54027,54,027,Hampshire County,4364,13617,4886,233,3064,2438
0500000US54089,54,089,Summers County,2235,6968,2867,85,2056,1303
0500000US54009,54,009,Brooke County,4099,13500,4929,221,1751,1718
0500000US54017,54,017,Doddridge County,1358,4742,1714,24,901,709
0500000US54025,54,025,Greenbrier County,6918,20250,7597,346,3775,3176
0500000US54031,54,031,Hardy County,2844,8045,2896,103,889,1051
0500000US54049,54,049,Marion County,11273,34504,10341,655,4663,4346
0500000US54057,54,057,Mineral County,5538,16059,5455,494,2625,2645
0500000US54059,54,059,Mingo County,5514,14888,4255,288,4728,2493
0500000US54029,54,029,Hancock County,5721,17419,6294,202,2405,2483
0500000US54041,54,041,Lewis County,3491,9472,3126,141,1881,1263
0500000US54067,54,067,Nicholas County,5120,14814,5251,109,2584,2432
0500000US54075,54,075,Pocahontas County,1480,4776,1992,114,955,940
0500000US54095,54,095,Tyler County,1766,5240,1827,69,784,688
0500000US54083,54,083,Randolph County,5490,16088,5689,253,2219,2202
0500000US54091,54,091,Taylor County,3469,9919,3129,144,1506,1418
0500000US54105,54,105,Wirt County,1271,3423,1103,201,708,590
0500000US54015,54,015,Clay County,1987,5077,1675,139,1594,853
0500000US54021,54,021,Gilmer County,1224,4409,1279,23,637,544
0500000US54061,54,061,Monongalia County,17116,74630,11946,737,7559,4774
0500000US54063,54,063,Monroe County,2670,7525,3174,148,1594,1681
0500000US54103,54,103,Wetzel County,3178,8930,3406,174,1573,1170
0500000US54011,54,011,Cabell County,18837,58500,16493,897,9812,6975
0500000US54039,54,039,Kanawha County,37519,111108,35231,2060,17361,13831
0500000US54071,54,071,Pendleton County,1269,3876,1738,35,492,784
0500000US54077,54,077,Preston County,6526,18397,6114,324,3032,2362
0500000US53035,53,035,Kitsap County,54328,150096,43434,2544,19967,15385
0500000US53033,53,033,King County,444962,1436153,269033,12449,105908,86785
0500000US53051,53,051,Pend Oreille County,2595,7245,3265,100,1200,1230
0500000US53055,53,055,San Juan County,2232,8988,5200,65,806,1100
0500000US53075,53,075,Whitman County,7316,36330,4698,276,3329,2178
0500000US53077,53,077,Yakima County,74396,139826,32221,3376,15982,12659
0500000US53015,53,015,Cowlitz County,24093,61037,18974,1949,11500,8264
0500000US53019,53,019,Ferry County,1353,4343,1811,102,1164,656
0500000US53041,53,041,Lewis County,16569,44149,15410,975,7535,7097
0500000US53027,53,027,Grays Harbor County,14940,39880,14265,641,7087,5920
0500000US53029,53,029,Island County,15055,42083,18938,629,5074,6015
0500000US53069,53,069,Wahkiakum County,701,2077,1365,48,378,550
0500000US53021,53,021,Franklin County,29912,51015,7643,1577,5220,3097
0500000US53025,53,025,Grant County,28288,53764,12283,640,5939,4896
0500000US53073,53,073,Whatcom County,42910,137553,34836,1700,14876,11794
0500000US53047,53,047,Okanogan County,9556,23112,8439,388,3544,3361
0500000US53037,53,037,Kittitas County,7793,29821,6761,530,3127,2312
0500000US53005,53,005,Benton County,52033,113580,27159,2413,14135,10600
0500000US53013,53,013,Columbia County,786,2095,1065,56,323,548
0500000US53003,53,003,Asotin County,4641,12633,4857,198,2159,1914
0500000US53023,53,023,Garfield County,529,1211,461,17,190,200
0500000US53045,53,045,Mason County,12182,35590,13665,700,6690,5300
0500000US53065,53,065,Stevens County,9659,24757,9537,452,4241,3788
0500000US53063,53,063,Spokane County,110958,302839,74979,5550,39414,27930
0500000US53007,53,007,Chelan County,18110,43465,13523,1062,5061,4386
0500000US55105,55,105,Rock County,38125,97600,24748,2319,11997,8227
0500000US55137,55,137,Waushara County,4487,12939,5500,163,1662,1718
0500000US55001,55,001,Adams County,2963,10464,5547,227,2131,1760
0500000US55007,55,007,Bayfield County,2628,8411,3848,154,1173,1103
0500000US55065,55,065,Lafayette County,4138,9635,2879,133,942,923
0500000US55081,55,081,Monroe County,11567,26127,6958,551,3531,2277
0500000US55093,55,093,Pierce County,8703,27157,5469,328,2288,1772
0500000US55141,55,141,Wood County,15877,42724,14071,764,4811,4731
0500000US55003,55,003,Ashland County,3499,9289,2712,168,1420,1087
0500000US55015,55,015,Calumet County,12250,30559,6833,478,2075,1900
0500000US55037,55,037,Florence County,696,2554,1031,74,412,391
0500000US55055,55,055,Jefferson County,18366,52591,13211,789,4796,3723
0500000US55059,55,059,Kenosha County,39699,104984,21664,1767,11224,7487
0500000US55051,55,051,Iron County,805,3209,1595,44,469,475
0500000US55019,55,019,Clark County,10132,18655,5230,335,1894,1712
0500000US55109,55,109,St. Croix County,22415,53767,10967,816,3574,3096
0500000US55083,55,083,Oconto County,7634,22534,7130,361,2585,2255
0500000US55069,55,069,Lincoln County,5120,16663,5477,149,1820,1779
0500000US55135,55,135,Waupaca County,10624,30158,9208,427,3573,3103
0500000US55005,55,005,Barron County,9819,25776,9091,471,3089,2816
0500000US55113,55,113,Sawyer County,3201,8950,3942,91,1097,1237
0500000US55047,55,047,Green Lake County,4260,10431,3879,226,973,1208
0500000US55077,55,077,Marquette County,3019,8451,3577,157,1159,1124
0500000US55075,55,075,Marinette County,7834,23365,8868,477,3416,2947
0500000US55101,55,101,Racine County,45842,115433,29605,1869,12932,9961
0500000US55139,55,139,Winnebago County,35125,104397,25511,1695,9993,7869
0500000US55041,55,041,Forest County,1812,5091,1897,89,738,687
0500000US55043,55,043,Grant County,10684,32047,7963,377,2610,2559
0500000US55107,55,107,Rusk County,2902,7947,3199,164,1153,1186
0500000US55117,55,117,Sheboygan County,25894,68118,18958,737,5848,5221
0500000US55067,55,067,Langlade County,3718,10955,4279,173,1690,1477
0500000US55087,55,087,Outagamie County,44136,114396,24886,1329,10248,7342
0500000US55123,55,123,Vernon County,7963,16776,5478,166,1624,1570
0500000US55021,55,021,Columbia County,12467,33734,9364,488,3046,2765
0500000US55061,55,061,Kewaunee County,4455,11941,3837,218,1021,1215
0500000US55009,55,009,Brown County,62572,159065,35200,2958,14170,10416
0500000US55073,55,073,Marathon County,31257,81129,21851,1331,7348,6586
0500000US55085,55,085,Oneida County,6094,20176,8552,176,2145,2560
0500000US55121,55,121,Trempealeau County,7280,16957,4824,213,1374,1384
0500000US55129,55,129,Washburn County,3021,8703,3782,168,1180,1181
0500000US55027,55,027,Dodge County,18320,51475,13743,636,4918,4044
0500000US55127,55,127,Walworth County,22052,63831,16456,1028,6686,4670
0500000US55023,55,023,Crawford County,3343,8851,3390,119,1136,1107
0500000US55071,55,071,Manitowoc County,16607,47422,14972,732,4517,4260
0500000US55111,55,111,Sauk County,14572,37545,10763,628,3794,3308
0500000US55013,55,013,Burnett County,2699,8297,4131,107,1160,1281
0500000US55017,55,017,Chippewa County,14466,36284,10525,573,3620,3600
0500000US55029,55,029,Door County,4500,15082,7536,254,1590,1933
0500000US55031,55,031,Douglas County,8725,26790,7302,469,3315,2492
0500000US55053,55,053,Jackson County,4503,11343,3568,169,1298,1133
0500000US55049,55,049,Iowa County,5473,14033,3951,275,1510,1082
0500000US55089,55,089,Ozaukee County,19128,52538,16115,507,3025,3785
0500000US55103,55,103,Richland County,3855,9887,3661,99,1037,1093
0500000US56005,56,005,Campbell County,13126,30223,3866,394,3175,1343
0500000US56019,56,019,Johnson County,1896,4726,1806,140,402,658
0500000US56025,56,025,Natrona County,19342,49351,10693,1002,6128,4482
0500000US56009,56,009,Converse County,3448,8331,2165,122,1323,859
0500000US56027,56,027,Niobrara County,479,1198,465,12,159,204
0500000US56039,56,039,Teton County,4415,15480,3100,76,1126,407
0500000US56037,56,037,Sweetwater County,11794,27460,4593,338,3253,1817
0500000US56031,56,031,Platte County,1784,4812,1975,71,495,776
0500000US56033,56,033,Sheridan County,6448,17428,5696,155,1740,1970
0500000US56003,56,003,Big Horn County,3055,6284,2329,72,736,953
0500000US56011,56,011,Crook County,1815,4197,1327,17,321,321
0500000US56029,56,029,Park County,5994,16803,6107,211,1683,1774
0500000US56001,56,001,Albany County,6335,27499,4056,137,2174,1464
0500000US56007,56,007,Carbon County,3620,8771,2318,59,741,880
0500000US56015,56,015,Goshen County,2736,7540,2817,128,693,1158
0500000US56041,56,041,Uinta County,6055,11930,2431,478,1810,1217
0500000US56043,56,043,Washakie County,1890,4442,1629,74,569,540
0500000US56017,56,017,Hot Springs County,881,2572,1126,35,312,366
0500000US56013,56,013,Fremont County,10200,22502,6732,408,2952,2422
0500000US56035,56,035,Sublette County,2428,5837,1664,81,666,533
0500000US56045,56,045,Weston County,1505,3963,1271,11,502,455
0500000US01099,01,099,Monroe County,4920,12432,3927,215,1549,1164
0500000US01079,01,079,Lawrence County,7232,20003,5685,392,3708,2650
0500000US01081,01,081,Lee County,34191,106172,17475,1195,12206,7363
0500000US01107,01,107,Pickens County,4002,11210,3665,305,2270,2051
0500000US01119,01,119,Sumter County,2522,8234,2090,175,1591,1031
0500000US01023,01,023,Choctaw County,2650,7477,2818,215,1925,1537
0500000US01091,01,091,Marengo County,4468,11319,3531,367,2577,1877
0500000US01113,01,113,Russell County,14354,34550,7597,711,6153,3774
0500000US01039,01,039,Covington County,8190,21208,7388,675,3685,3343
0500000US01041,01,041,Crenshaw County,3116,8137,2403,133,1706,1049
0500000US01077,01,077,Lauderdale County,18492,55849,17369,802,6374,6327
0500000US01085,01,085,Lowndes County,2330,6030,1779,177,1482,877
0500000US01083,01,083,Limestone County,21370,55334,13403,1021,8145,5524
0500000US01115,01,115,St. Clair County,19984,51707,13691,789,7294,5972
0500000US01133,01,133,Winston County,4992,13734,4815,410,3256,2269
0500000US01043,01,043,Cullman County,18545,48436,14465,747,7502,6061
0500000US01051,01,051,Elmore County,18230,46694,11406,728,7632,5286
0500000US01071,01,071,Jackson County,11132,30717,9744,412,5270,4030
0500000US01121,01,121,Talladega County,17123,47127,13340,905,8520,5512
0500000US01129,01,129,Washington County,3703,9828,2989,323,2176,1554
0500000US01031,01,031,Coffee County,12161,29323,8097,763,4492,3533
0500000US01103,01,103,Morgan County,27345,70733,19273,1490,9751,8446
0500000US01021,01,021,Chilton County,10647,26176,6786,514,4615,2575
0500000US01033,01,033,Colbert County,11603,32165,10270,479,5237,4370
0500000US01045,01,045,Dale County,11492,27182,7732,774,5202,3930
0500000US01055,01,055,Etowah County,22195,61666,18285,1258,11161,7557
0500000US01049,01,049,DeKalb County,17475,41741,11227,561,5819,4551
0500000US01075,01,075,Lamar County,3065,7852,2850,315,1592,1457
0500000US01111,01,111,Randolph County,4914,13054,4356,169,1481,1543
0500000US01097,01,097,Mobile County,98236,247552,62255,3669,29963,23625
0500000US01127,01,127,Walker County,14337,37728,11691,1234,8140,6016
0500000US01029,01,029,Cleburne County,3438,8601,2721,172,1833,1326
0500000US01063,01,063,Greene County,1862,4836,1673,73,1139,892
0500000US01005,01,005,Barbour County,5436,13004,4442,468,2454,2156
0500000US01011,01,011,Bullock County,2150,6316,1512,125,799,517
0500000US01015,01,015,Calhoun County,25065,69560,18936,1863,13034,8701
0500000US01025,01,025,Clarke County,5389,14239,4470,244,2024,1841
0500000US01101,01,101,Montgomery County,53457,137260,31259,3073,19947,12895
0500000US01095,01,095,Marshall County,23649,55211,15436,666,7708,6225
0500000US01067,01,067,Henry County,3572,9764,3485,137,1742,1266
0500000US01089,01,089,Madison County,79113,222917,50398,3849,23479,18714
0500000US01123,01,123,Tallapoosa County,8565,23604,7941,266,3897,3461
0500000US01131,01,131,Wilcox County,2642,5974,1917,154,1001,784
0500000US02068,02,068,Denali Borough,257,1770,162,14,221,65
0500000US02122,02,122,Kenai Peninsula Borough,13253,34881,8937,647,4393,3267
0500000US02016,02,016,Aleutians West Census Area,963,4252,334,29,266,133
0500000US02060,02,060,Bristol Bay Borough,194,596,85,9,71,44
0500000US02150,02,150,Kodiak Island Borough,3570,8227,1227,212,1008,441
0500000US02188,02,188,Northwest Arctic Borough,2716,4396,596,49,350,380
0500000US02050,02,050,Bethel Census Area,6424,10060,1284,103,1017,772
0500000US02185,02,185,North Slope Borough,2532,6576,627,68,620,292
0500000US02220,02,220,Sitka City and Borough,1913,5406,1231,87,455,505
0500000US02090,02,090,Fairbanks North Star Borough,24094,59519,9084,811,6065,3614
0500000US02130,02,130,Ketchikan Gateway Borough,3070,8504,1936,139,1099,734
0500000US02170,02,170,Matanuska-Susitna Borough,28060,62429,10946,1036,8110,4214
0500000US02180,02,180,Nome Census Area,3391,5565,731,60,539,368
0500000US02070,02,070,Dillingham Census Area,1531,3007,419,46,337,237
0500000US02100,02,100,Haines Borough,558,1341,613,24,94,166
0500000US02282,02,282,Yakutat City and Borough,187,417,85,2,32,26
0500000US02110,02,110,Juneau City and Borough,6937,20885,3829,307,2050,1384
0500000US02164,02,164,Lake and Peninsula Borough,373,893,109,6,110,75
0500000US02240,02,240,Southeast Fairbanks Census Area,1866,3996,886,102,659,391
0500000US02290,02,290,Yukon-Koyukuk Census Area,1498,3157,730,65,423,314
0500000US02020,02,020,Anchorage Municipality,73012,183335,28637,2596,18503,10470
0500000US02013,02,013,Aleutians East Borough,488,2630,302,16,145,130
0500000US02230,02,230,Skagway Municipality,185,756,120,0,70,47
0500000US02198,02,198,Prince of Wales-Hyder Census Area,1538,3976,960,69,793,524
0500000US02195,02,195,Petersburg Borough,734,1810,701,19,211,371
0500000US02158,02,158,Kusilvak Census Area,3320,4413,456,73,511,318
0500000US04013,04,013,Maricopa County,1041109,2572682,608969,38089,229522,201540
0500000US04009,04,009,Graham County,10317,18797,4889,426,1979,2009
0500000US04023,04,023,Santa Cruz County,12851,25509,7891,279,2556,2915
0500000US04012,04,012,La Paz County,3413,9300,7847,118,1664,2849
0500000US04015,04,015,Mohave County,36843,107290,58923,1905,20752,23074
0500000US04005,04,005,Coconino County,29616,93636,16132,1210,9647,5668
0500000US04027,04,027,Yuma County,53271,110795,37164,1786,9871,12451
0500000US04011,04,011,Greenlee County,2639,5665,1155,128,620,482
0500000US04021,04,021,Pinal County,98010,215709,80124,4664,28665,26525
0500000US05123,05,123,St. Francis County,5727,13416,3788,341,2403,1588
0500000US05145,05,145,White County,18522,47566,12128,904,6611,5068
0500000US05099,05,099,Nevada County,1914,4769,1591,178,930,725
0500000US05037,05,037,Cross County,4083,9768,2920,280,1746,1316
0500000US05043,05,043,Drew County,3871,11308,2901,195,2080,1408
0500000US05027,05,027,Columbia County,4968,14707,3788,179,2177,1979
0500000US05125,05,125,Saline County,27811,69377,19646,1998,9610,8131
0500000US05141,05,141,Van Buren County,3347,9027,4120,157,2062,1726
0500000US05065,05,065,Izard County,2461,6925,3242,61,1485,1554
0500000US05079,05,079,Lincoln County,2374,4722,1781,157,973,952
0500000US05083,05,083,Logan County,4825,12661,4022,313,2247,1948
0500000US05035,05,035,Crittenden County,13447,28804,6245,771,4829,2639
0500000US05047,05,047,Franklin County,4144,10169,3160,152,2035,1480
0500000US05109,05,109,Pike County,2349,6223,2091,247,1489,1177
0500000US05069,05,069,Jefferson County,15716,39101,10992,819,6364,4667
0500000US05097,05,097,Montgomery County,1683,4877,2291,208,989,1116
0500000US05127,05,127,Scott County,2706,5659,2016,100,1330,862
0500000US05131,05,131,Sebastian County,30740,76942,18751,1811,14294,7700
0500000US05007,05,007,Benton County,69280,155075,33108,1858,11668,10916
0500000US05017,05,017,Chicot County,2456,5675,2017,177,1256,1039
0500000US05071,05,071,Johnson County,6386,15606,4114,318,3173,1800
0500000US05077,05,077,Lee County,1766,4401,1606,201,910,746
0500000US05041,05,041,Desha County,3054,6664,2104,249,1233,963
0500000US05049,05,049,Fulton County,2487,6538,2942,162,1371,1350
0500000US05051,05,051,Garland County,19911,55303,21885,1488,10321,8061
0500000US05115,05,115,Pope County,14579,39232,9229,574,6397,3579
0500000US05117,05,117,Prairie County,1681,4636,1790,174,634,908
0500000US39161,39,161,Van Wert County,6617,16490,4902,344,2202,1467
0500000US39167,39,167,Washington County,11978,36262,11719,908,6559,4770
0500000US39171,39,171,Williams County,8441,21001,6321,451,2818,2127
0500000US39011,39,011,Auglaize County,11125,26595,7531,361,2252,2302
0500000US39029,39,029,Columbiana County,21489,59724,19194,915,8335,6990
0500000US39037,39,037,Darke County,12410,29334,9366,488,3418,3240
0500000US39123,39,123,Ottawa County,7772,23177,9323,427,2561,3339
0500000US39051,39,051,Fulton County,10131,25082,6694,548,2817,2279
0500000US39065,39,065,Hardin County,7371,19312,4674,321,2354,1883
0500000US39079,39,079,Jackson County,7883,19179,5126,267,3601,2097
0500000US39095,39,095,Lucas County,99928,263145,64314,6910,35191,23259
0500000US39117,39,117,Morrow County,8319,20956,5450,449,2684,1971
0500000US39121,39,121,Noble County,2652,5693,3627,62,963,1410
0500000US39135,39,135,Preble County,9393,24215,7269,346,3608,2763
0500000US39147,39,147,Seneca County,12272,33329,8940,876,4066,3088
0500000US39151,39,151,Stark County,80967,221399,66347,3610,24252,21600
0500000US39003,39,003,Allen County,24097,60452,16663,1546,8278,5877
0500000US39031,39,031,Coshocton County,8633,20976,6557,244,2902,2528
0500000US39033,39,033,Crawford County,9219,24124,8106,461,3491,3022
0500000US39041,39,041,Delaware County,53105,118259,24720,1525,7461,6553
0500000US39059,39,059,Guernsey County,8768,22932,7103,493,3630,2751
0500000US39073,39,073,Hocking County,6366,16565,4921,300,2681,1926
0500000US39107,39,107,Mercer County,10482,23297,6627,414,2076,2194
0500000US39141,39,141,Ross County,16567,43106,11664,1326,8251,5145
0500000US39035,39,035,Cuyahoga County,264122,765405,209253,15471,97037,74259
0500000US39093,39,093,Lorain County,68749,180231,51325,4452,22924,18297
0500000US39109,39,109,Miami County,24269,61281,18301,1021,7343,6125
0500000US39113,39,113,Montgomery County,118565,316900,88294,6214,41932,31551
0500000US39155,39,155,Trumbull County,41872,116541,39820,1857,14512,12998
0500000US39173,39,173,Wood County,26640,83891,18064,1168,7853,5603
0500000US39007,39,007,Ashtabula County,21902,56429,16831,1154,7949,6498
0500000US40001,40,001,Adair County,5839,12822,3319,293,2218,1687
0500000US40137,40,137,Stephens County,10319,25190,7894,373,4659,3657
0500000US40025,40,025,Cimarron County,537,1102,530,36,89,198
0500000US40019,40,019,Carter County,12273,28005,7483,741,4801,3449
0500000US40053,40,053,Grant County,1062,2392,868,69,374,381
0500000US40055,40,055,Greer County,1151,2771,989,79,626,407
0500000US40087,40,087,McClain County,9954,22694,5672,457,2307,2319
0500000US40091,40,091,McIntosh County,4040,10775,4720,179,2236,2327
0500000US40099,40,099,Murray County,3214,7904,2375,225,1743,1245
0500000US40103,40,103,Noble County,2785,6492,2041,94,1098,814
0500000US40115,40,115,Ottawa County,7817,17828,5467,446,3152,2605
0500000US40135,40,135,Sequoyah County,9629,24058,7280,721,5144,3580
0500000US40145,40,145,Wagoner County,19312,46243,12004,1223,6743,4928
0500000US40151,40,151,Woods County,1835,5273,1410,61,768,526
0500000US40015,40,015,Caddo County,7409,16111,4679,353,3170,2442
0500000US40101,40,101,Muskogee County,16890,38608,10637,966,6243,4578
0500000US40107,40,107,Okfuskee County,2816,6370,1921,173,1162,803
0500000US40013,40,013,Bryan County,10735,26825,7745,825,5120,3738
0500000US40059,40,059,Harper County,1019,2137,665,9,196,303
0500000US40071,40,071,Kay County,11174,24923,8110,973,4481,3523
0500000US40035,40,035,Craig County,3209,7801,2702,161,1505,1329
0500000US40143,40,143,Tulsa County,163343,389133,85473,7291,48528,31800
0500000US40017,40,017,Canadian County,35893,82207,16739,1332,10031,6533
0500000US40057,40,057,Harmon County,655,1491,471,39,314,169
0500000US40077,40,077,Latimer County,2264,5881,2142,113,1200,1155
0500000US40113,40,113,Osage County,10643,26578,8677,752,3969,3654
0500000US40139,40,139,Texas County,5898,12805,2295,152,655,783
0500000US40127,40,127,Pushmataha County,2475,6111,2415,204,1455,1329
0500000US40047,40,047,Garfield County,16043,34813,9259,607,4423,3763
0500000US40069,40,069,Johnston County,2604,6295,2021,86,1480,1006
0500000US40121,40,121,Pittsburg County,9815,24426,8204,596,5339,4112
0500000US40129,40,129,Roger Mills County,952,2027,708,33,275,271
0500000US40153,40,153,Woodward County,5315,11644,3002,364,1542,1200
0500000US40021,40,021,Cherokee County,10978,29625,7601,523,4489,3366
0500000US40041,40,041,Delaware County,8629,23097,10005,590,4752,4425
0500000US40045,40,045,Ellis County,952,2234,836,27,265,319
0500000US40051,40,051,Grady County,13307,32657,8251,413,4878,3889
0500000US40119,40,119,Payne County,15708,55011,9458,755,5072,3551
0500000US40125,40,125,Pottawatomie County,17320,41733,11014,959,6863,4975
0500000US40037,40,037,Creek County,17190,41481,11681,552,5054,4020
0500000US40141,40,141,Tillman County,1660,4064,1436,45,642,596
0500000US40149,40,149,Washita County,2888,6442,1819,83,718,635
0500000US40033,40,033,Cotton County,1361,3332,1098,68,632,476
0500000US40075,40,075,Kiowa County,2121,5009,1681,86,990,809
0500000US40079,40,079,Le Flore County,11975,28364,8418,793,5763,4407
0500000US40089,40,089,McCurtain County,8364,18580,5623,542,3605,2647
0500000US40093,40,093,Major County,1953,4216,1438,132,562,589
0500000US40097,40,097,Mayes County,9681,23758,7106,822,4827,3394
0500000US40109,40,109,Oklahoma County,200805,469416,99338,8805,58004,38224
0500000US40039,40,039,Custer County,7330,17753,3626,427,1662,1660
0500000US40007,40,007,Beaver County,1359,2986,987,57,226,273
0500000US40085,40,085,Love County,2492,5512,1844,144,1003,828
0500000US40009,40,009,Beckham County,5748,12249,2826,223,1828,1106
0500000US40023,40,023,Choctaw County,3616,8234,2857,224,1792,1217
0500000US40065,40,065,Jackson County,6494,13903,3539,371,1884,1753
0500000US40081,40,081,Lincoln County,8452,20058,5974,488,3464,2688
0500000US41047,41,047,Marion County,83820,196580,49019,4447,26081,18204
0500000US41029,41,029,Jackson County,44566,123843,44592,2186,16421,15569
0500000US41023,41,023,Grant County,1308,3782,1967,39,795,823
0500000US41031,41,031,Jefferson County,5463,12577,4169,203,2213,1486
0500000US41005,41,005,Clackamas County,88755,247122,68211,3331,22045,22071
0500000US41043,41,043,Linn County,28110,72329,21712,1315,11205,8869
0500000US41057,41,057,Tillamook County,4886,14209,6309,458,2544,2339
0500000US41001,41,001,Baker County,3090,8384,4019,70,1557,1754
0500000US41033,41,033,Josephine County,16657,46761,21427,855,8446,7337
0500000US41059,41,059,Umatilla County,19661,41964,10938,925,5889,5035
0500000US41041,41,041,Lincoln County,8195,26479,12841,548,4782,5014
